date,permit_id,permit_type,project_name,address,parcel,source,risk_class,lat,lon,weather_risk,base_score,weather_multiplier,time_decay,composite_score,risk_tier
2022-05-25,22-1249 (C),Commercial (New Build),Chef's Store - New Build,2986 E Panther WAY,SG-5-2-22-113,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2022-05-25,22-1247 (C),Single Family,Varano Vistas at Divario 80,2681 W Trasimeno DR,SG-VAR-2-80,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-25,22-1253 (E),Single Family,Middleton 16 - 1 - 3,1859 E 800 N ST,SGM-16-1-3,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-25,22-1251 (C),Single Family,Shinava Ridge 35,2549 W Sinagua TRL UNIT 35,SG-SHN-35,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-25,22-1255 (C),Single Family,The Arbors 168,2894 E Ashwood LN,SG-ARBR-12-168,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-25,22-1252 (C),Commercial TI,1087 E Enterprise DR - TI,1087 E Enterprise DR,SG-5-3-20-312-CD,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1237 (E),Pool,3708 S Jessamine DR - Pool,3708 S Jessamine DR,SG-MAP-4-54,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1235 (C),Grading/Site Plan (Commercial/Apartments),Grading - Longhorn Steakhouse (Commerce Point),1333 S Auto Mall Dr Building 400,SG-COMP-1-6,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2022-05-24,22-1228 (E),Water Meter Set,790 N 2720 E St #10 - Water Meter,790 N 2720 E ST #10,SG-HKHT-2-10,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1240 (C),Single Family,Desert Playa 115,4096 E Cerro WAY,SG-DEP-1AND2-115,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1227 (C) (C),Retaining Wall - Rock or Segmental Block, 3313 E Farmstead RD - Rock Wall,3313 E Farmstead RD,SG-5-3-10-1181,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1244 (E),Pool,5622 S Russet CIR - Pool,5622 S Russet CIR,SG-AUB-10-14,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1243 (C),Pool,5625 S Russet CIR - Pool,5625 S Russet CIR,SG-AUB-10-15,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1234 (C),Electrical,Gap Canyon PKWY and Divario Canyon DR - Electrical,264 S Gap Canyon PKWY,SG-6-2-27-428,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2022-05-24,22-1241 (C),Single Family,Desert Playa 114,4092 E Cerro WAY,SG-DEP-1AND2-114,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1232 (E),Pool,Desert Color Resort 547 ,868 W Sapphire Sky LN,SG-DCR-5-547,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1226 (E),Pool,3116 E Blue Heron DR - Pool,3116 E Blue Heron DR,SG-BLU-10,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1229 (E),Awning/Patio,2027 S Pinnacle CIR - Patio,2027 S Pinnacle CIR,SG-SCF-10-1060,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1239 (C),Commercial TI,Mary's Cheesecake - Commercial TI,1664 S Dixie DR UNIT K104,SG-DCO-8,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1236 (C),Single Family,Pecan Ridge 4,1934 E 2710 S CIR,SG-PRS-4,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1230 (C),Single Family,Grand Heights 3,951 N Grand Heights DR,SG-GRA-1-3,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1238 (E),Accessory Building,1630 E 2450 S #38 - Shed,1630 E 2450 S #38,SG-PDES-2-38,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1242 (C),Single Family,Rosewood Estates 58,3505 E 3050 S ST,   SG-ROS-5-58,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1233 (E),Addition,375 E Rome DR - Patio Cover,375 E Rome DR,SG-EAHV-6-106,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-24,22-1231 (E),Pool,Meadow Valley Farms 119,2354 E Meadow Valley LN,SG-MVF-9-119,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-23,22-1219 (C),Pool,3485 E Cove Wash WAY - Pool,3485 E Cove Wash WAY,SG-DED-3-7,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-23,22-1224 (C),Pool,2545 E Marble DR - Pool,2545 E Marble DR,SG-SCF-11-1109,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-23,22-1223 (C),Pool,5298 N Hidden Pinyon DR - Pool,5298 N Hidden Pinyon DR,SG-GHP-2-1308,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-23,22-1220 (C),Single Family,Sycamore 52,2816 E Auburn DR,SG-SYCS-4-52,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-23,22-1222 (C),Single Family,French Quarter at Sunbrook 3,155 N Emeraud DR,SG-FQS-3,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-23,22-1221 (C) (C),Single Family,The Arbors 170,2916 E Ashwood LN,SG-ARBR-12-170,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-23,22-1225 (E),Pool,2438 E Via Linda CIR - Pool,2438 E Via Linda CIR,,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-22,22-1217 (C),Pool,5554 N Rock Hollow DR - Pool,5554 N Rock Hollow DR,SG-GHP-4-1336,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-22,22-1218 (E),Pool,5467 N Hidden Pinyon DR - Pool,5467 N Hidden Pinyon DR,SG-GHP-3-1330,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-20,22-1208 (E),Gas Line,557 N Industrial RD - Gas Line,557 N Industrial RD,SG-1764,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2022-05-20,22-1207 (E),Res Misc,1140 E Fort Pierce DR 31 - Res Misc,1140 E Fort Pierce DR 31,SG-SCWH-3-31,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-20,22-1215 (C),Single Family,Regency at Desert Color 130,5626 S Agave Peak LN,SG-RDC-1-130,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-20,22-1216 (C),Single Family,Regency at Desert Color 129,5622 S Agave Peak LN,SG-????-1-129,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-20,22-1214 (E),Mechanical,1730 W Stonebridge DR 43 - Mechanical ,1730 W Stonebridge DR 43,SG-CLNT-2-43,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2022-05-20,22-1213 (E),Mechanical,1672 N Palo Verde DR - Mechanical,1672 N Palo Verde DR,Sg-PDCN-4-258,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2022-05-20,22-1212 (E),Mechanical,2990 E Riverside DR 150 - Mechanical,2990 E Riverside DR 150,SG-RIOV-2-150,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2022-05-20,22-1211 (E),Mechanical,2721 E Riverside DR 10 - Mechanical,2721 E Riverside DR 10,SG-RRD-1-10,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2022-05-20,22-1210 (C),Commercial (New Build),Regency Desort Color - Model Complex Sales Center,5637 S Agave Peak LN,SG-5-3-31-433-SLL,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2022-05-20,22-1209 (C),Commercial TI,IHC Cancer Center PET Replacement - TI,600 S Medical Center DR,SG-5-2-29-22011,building,MEDIUM,37.0999908,-113.5554132,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1200 (C),Single Family,Auburn Hills 17 - 5,5653 S Adobe Sun DR,SG-AUB-17-5,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1198 (C),Single Family,Auburn Hills 17 - 3,5637 S Adobe Sun DR,SG-AUB-17-3,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1199 (E),Single Family,Auburn Hills 17 - 4,5645 S Adobe Sun DR,SG-AUB-17-4,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1197 (C),Single Family,Auburn Hills 17 - 2,5629 S Adobe Sun DR,SG-AUB-17-2,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1188 (C),Single Family,Fish Rock 35,1396 W Fish Rock RD,SG-FISH-3-35,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1192 (C),Grading/Site Plan (Residential),Grading - Ascesa at Divario (MASS GRADING),Gap Canyon Parkway & Divario Canyon Dr,SG-6-2-28-123,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2022-05-19,22-1187 (C),Single Family,Tonaquint Cove 36,1546 W Belayer DR,SG-TON-3-36,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1201 (C),Pool,1687 E Ridgeline CIR - Pool,1687 E Ridgeline CIR,SG-SRFR-4-83,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1195 (C),Apartments,Dixie Drive Apartments - Building J,1390 W Sky Rocket RD,SG-6-2-35-425,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1206 (C),Single Family,Desert Color Resort 4 - 142,5359 S Pura CIR,SG-DCR-4-142,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1190 (C),Apartments,Bloomington Country Club Apartments - Bldg 3,3061 S Bloomington DR E UNITS C101 - C312,SG-6-3-12-3420,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1191 (C),Apartments,Bloomington Country Club Apartments - Bldg 4,3061 S Bloomington DR E UNITS D101 - D314,SG-6-3-12-3420,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1194 (C),Commercial (New Build),Dixie Drive Apartments - Club House,1390 W Sky Rocket DR,,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2022-05-19,22-1203 (C),Single Family,Rosewood Estates 57,3489 E 3050 S ST,SG-ROS-5-57,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1196 (C),Commercial (New Build),St George Storage Units BLDG A Parking Structure,1519 E 4340 S CIR  PHASE 2 - BLDG A,SG-5-3-20-112-ED3,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2022-05-19,22-1193 (C),Single Family,Fish Rock 34,1404 W Fish Rock RD,SG-FISH-3-34,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1204 (E),Multi-Family (townhome),Desert Color Resort 5 - 520-522 Shell,5404 S Aquamarine LN,SG-DCR-5-520,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1202 (C),Single Family,Rosewood Estates 62,3038 S Maplecrest DR,SG-ROS-5-62,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1205 (C),Single Family,Cliffs of Snow Canyon 130,3052 N Snow Canyon PKWY UNIT 130,SG-COSC-C-130,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-19,22-1189 (C),Commercial TI,Ancestor Square Tower 3rd Floor - TI,2 West St George BLVD STE 36,SG-ASC-30A-A-CB,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-18,22-1178 (C),Multi-Family (townhome),Auburn Hills Ph 7B - 8,5545 S Carnelian PKWY,SG-AUB-7B-8,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-18,22-1179 (C),Commercial Remodel,2190 S. 1400 E. - St. George Golf Clubhouse/Remodel,2190 S. 1400 E. ST,SG-5-3-8-13101,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-18,22-1183 (C),Grading/Site Plan (Commercial/Apartments),Grading - Carpets Plus,1301 W Sunset Blvd,SG-6-2-23-14361,grading,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2022-05-18,22-1184 (C),Single Family,Black Ridge Cove 116,904 S Walker WAY,SG-BRC-1-116,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-18,22-1185 (C),Single Family,Black Ridge Cove 117,896 S Walker WAY,SG-BRC-1-117,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-18,22-1181 (C),Single Family,Sand Ridge 50,2063 E Yant Flat DR,SG-SDR-4-50,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-18,22-1182 (C) (C),Single Family,Sand Ridge 48,2033 E Yant Flat DR,SG-SDR-4-48,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-18,22-1180 (C),Single Family,Ledges of St George Pocket Mesa 77,1292 W Firepit Knoll DR,SG-POC-4-77,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-18,22-1186 (C),Gas Line,1140 W Goldenrod CIR - Gas Line,1140 W Goldenrod CIR,SG-BCC-2-124-A,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2022-05-18,22-1177 (C) (C),"Commercial Gas, Elect, Mech, Plumb",695 n Bluff st suite D - Plumbing,695 n Bluff st suite D,SG-1736-B-4-A,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1171 (C),Multi-Family (townhome),Auburn Hills Ph 7B - 5,5537 S Carnelian PKWY,SG-AUB-7B-5,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1172 (C),Multi-Family (townhome),Auburn Hills Ph 7B - 6,5539 S Carnelian PKWY,SG-AUB-7B-6,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1166 (C) (C),Solar,5058 S Carmel Bluffs CIR - Solar,5058 S Carmel Bluffs CIR,SG-SUR-32-1880,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1167 (C),Single Family,Regency at Desert Color 110,5583 S Agave Peak LN,SG-????-1-110,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1174 (C),Pool,5355 S Cyan LN - Pool,5355 S Cyan LN,SG-DCR-3-126,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1176 (C),Solar,56 S 1250 W ST - Solar,56 S 1250 W ST,SG-SSS-2-19,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1170 (C),Single Family,Auburn Hills 3B - 13,572 W Cypress Umber DR,SG-AUB-3B-13,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1169 (C),Addition,2255 E 2480 S ST - Addition,2255 E 2480 S ST,SG-RBTS-1-21,building,MEDIUM,37.0663764,-113.5383805,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1175 (C),Addition,3272 E 3050 S ST - Addition,3272 E 3050 S ST,SG-ROS-3-35,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1173 (C),Multi-Family (townhome),Auburn Hills Ph 7B - 7,5543 S Carnelian PKWY,SG-AUB-7B-7,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-17,22-1168 (C),Single Family,Stone Cove 14,2560 E 1520 S CIR,SG-STC-2-14,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-16,22-1161 (C),Solar,1754 W 3590 S CIR - Solar,1754 W 3590 S CIR,SG-BLML-3-8,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-16,22-1164 (E),Gas Line,1199 W 750 N ST - Gas Line,1199 W 750 N ST,SG-SV-1-4,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2022-05-16,22-1159 (C),Solar,1910 S 2940 E ST - Solar,1910 S 2940 E ST,SG-SAGM-2-6,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-16,22-1162 (E),Water Meter Set,Blackberry CIR Lot 15 -  Water Meter Set,1150 W Blackberry CIR,SG-BBC-3-15-A,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-16,22-1160 (E),Multi-Family (townhome),Auburn Hills Ph 7B - 5-8 Shell,5537 S Carnelian PKWY,SG-AUB-7B-5,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-16,22-1163 (E),Commercial (New Build),Building 4 The Foundry,908 W 1600 S ST,SG-RWM-3,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2022-05-16,22-1165 (C),Pool,2153 E Tawny Ridge DR - Pool,2153 E Tawny Ridge DR,SG-FLDS-6A-113,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-16,22-1156 (C),Addition,840 N Twin Lakes DR 121 - Addition,840 N Twin Lakes DR 121,SG-TLP-1-21,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-16,22-1158 (C),Single Family,The Arbors 205,2893 S Alpine LN,SG-ARBR-12-205,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-16,22-1157 (E),Single Family,Meadows Ridge 8,3930 S Quarry Ridge DR,SG-MDE-2-8,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2022-05-13,22-1148 (C),Solar,1917 W 1425 N ST 6 - Solar,1917 W 1425 N ST 6,SG-VVS-6,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1145 (E),Retaining Wall - Rock or Segmental Block,4525 N Petroglyph DR - Rock Wall,4525 N Petroglyph DR,SG-EAV-3-12,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1150 (C),Single Family,Desert Playa 215,4102 E Cerro WAY,SG-DEP-1AND2-215,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1152 (C),Single Family,Sage Canyon 337,2262 E Honeycomb DR,SG-SECN-16-337,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1144 (C),Remodel,1828 W 1300 N - Remodel,1828 W 1300 N,SG-JCR-47,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1153 (C),Commercial TI,Red Rock Oral Surgery - TI,624 S 1000 E ST STE 105 and 107,SG-751-A,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1143 (C),Solar,1865 W 90 S ST - Solar,1865 W 90 S ST,SG-STBK-2-25,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1149 (C),Single Family,Sage Canyon 331,2189 E Honeycomb DR,SG-SECN-16-331,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1154 (C),Carport,474 S Green Valley LN - Carport,474 S Green Valley LN,SG-GV-3-323,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1147 (E),Pool,3071 E 2110 S ST - Pool,3071 E 2110 S ST,SG-CRVI-1-127,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1151 (C),Single Family,Desert Playa 214,4106 E Cerro WAY,SG-DEP-1AND2-214,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1141 (C),Remodel,1062 E Hemlock CIR - Remodel,1062 E Hemlock CIR,SG-BLH-5A-11,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1155 (E),Pool,3420 S Comanche RD - Pool,3420 S Comanche RD,SG-BCC-4-100,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1146 (C),Solar,269 N 300 W ST - Solar,269 N 300 W ST,SG-567,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-13,22-1142 (E),Pool,3763 E Shooting Star LN - Pool,3763 E Shooting Star LN,SG-DEVA-2-33,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1131 (C),Single Family,The Arbors 188,2751 E Ashwood LN,SG-ARBR-11-188,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1129 (C),Grading/Site Plan (Commercial/Apartments),Grading - Fort Pierce Lot 133,4546 S Commerce,SG-5-3-19-242,grading,HIGH,,,0,3.0,1.0,0.05,0.15000000000000002,Monitor
2022-05-12,22-1140,Pool,2385 N Kiva TRL - Pool,2385 N Kiva TRL,SG-CHAC-1-46,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1139,Pool,Vistas at Entrada 16,1987 W Cougar Rock CIR,SG-VIS-2-16,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1138 (C),Single Family,Ledges of St George Pocket Mesa 76,1284 W Firepit Knoll DR,SG-POC-4-76,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1132 (C) (C),Commercial (New Build),Kangaroo Storage - New Build,475 E Quality DR,SG-5-3-14-1101,building,HIGH,,,0,3.0,1.0,0.05,0.15000000000000002,Monitor
2022-05-12,22-1135 (C),Single Family,Arancio Point at Divario 1,3091 W Cingoli CT,SG-APD-2-1,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1136 (C),Single Family,Arancio Point at Divario 45,243 S Megozzo DR,SG-APD-1-45,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1133 (C),Solar,806 N Daybreak DR - Solar,806 N Daybreak DR,SG-SUP-2-49,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1134 (C),Single Family,Ancestor Estates 26,2892 E 1400 S ST,SG-AST-3-26,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1130 (C),Solar,1429 W Shinnecock DR - Solar,1429 W Shinnecock DR,SG-LOSG-7-732,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-12,22-1137 (C),Single Family,Ledges of St George Pocket Mesa 88,1342 W Pocket Mesa DR,SG-POC-4-88,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-11,22-1121 (E),Retaining Wall - Concrete or CMU,1721 E Ridgeline CIR - Rock Wall ,1721 E Ridgeline CIR,SG-SRFR-4-86,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-11,22-1123,Pool,1462 W Fish Rock RD - Pool,1462 W Fish Rock RD,SG-FISH-2-21,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-11,22-1125 (C),Pool,2055 S 3210 E ST - Pool,2055 S 3210 E ST,SG-MOVE-6,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-11,22-1124 (C),Pool,3426 E CRIMSON RIDGE DR - Pool,3426 E CRIMSON RIDGE DR,SG-OCE-81,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-11,22-1128 (C),Commercial Remodel,Picklr - Remodel -Pickle Ball ,615 E. St. George Blvd.,SG-1337-A-1-B,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-11,22-1127 (C),Single Family,Desert Playa 201,4111 E Cerro WAY,SG-DEP-1AND2-201,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-11,22-1122 (C),Grading/Site Plan (Commercial/Apartments),Grading - Snap Roll Avation Lot 55K,4196 S Airport Pkwy Unit 55K,SG-6714-A-9,grading,HIGH,,,0,3.0,1.0,0.05,0.15000000000000002,Monitor
2022-05-11,22-1126 (C),Single Family,Desert Playa 200,4107 E Cerro WAY,SG-DEP-1AND2-200,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-10,22-1103 (C),Single Family,Cascata at Divario 29,3068 W Sesia WAY,SG-CAD-2-29,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-10,22-1118 (C),Grading/Site Plan (Commercial/Apartments),Grading - Maverik Snow Canyon Pkwy #680,1919 N Snow Canyon Pkwy,SG-6-2-11-331,grading,HIGH,,,0,3.0,1.0,0.05,0.15000000000000002,Monitor
2022-05-10,22-1117 (E),Water Meter Set,Abberley Farm 4 - Water Meter,3320 E 2620 S,,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-10,22-1102 (C),Electrical,2019 E Circle Ridge DR - Electrical,2019 E Circle Ridge DR,SG-KALV-2-84,building,LOW,,,0,1.0,1.0,0.05,0.05,Monitor
2022-05-10,22-1114 (C),Pool,2560 E 1520 S CIR - Pool,2560 E 1520 S CIR,SG-STC-2-14,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
2022-05-10,22-1104 (C),Pool,2793 E Granite WAY - Pool,2793 E Granite WAY,SG-SCF-17-1710,building,MEDIUM,,,0,2.0,1.0,0.05,0.1,Monitor
